Amaljaa,9,0
Sylph,1,0
Kobold,9,0
Sahagin,9,0
Ixali,9,0
VanuVanu,9,0
Moogle,9,0
Vath,9,0
Namazu,9,0
Anata,9,0
Kojin,9,0
Pixie,9,0
Qitari,9,0
Dwarf,9,0
Arkasodara,9,0
Omicron,9,0
Loporrit,9,0
Pelupelu,9,0
Mamool Ja,9,0
Yok Huy,3,0
